category,description
Electronics,Zebronics K-16 USB Keyboard Zebronic K-16 Usb Keyboard. 1Year Manufacture Warranty
Electronics,"Quantum MST-1030-1 Turbo Double Vibration Game Pad (Red) Color Name:Red   Sl, microphone - condenser type, cord length - 6 feet (1.6m), cable length - 6 feet (1.6m), connector - 3.5mm stereo plugx7."
Electronics,"Deception Point Review Amazon Review In the world of page-turning thrillers, Dan Brown holds a special place in the hearts of many of us. After his first book, Digital Fortress, almost passed me by, he wrote Angels and Demons, which was probably one of the half-dozen most exciting thrillers of last year. It is a pleasure to report that his new book lives up to his reputation as a writer whose research and talent make his stories exciting, believable, and just plain unputdownable. The time is now and President Zachary Herney is facing a very tough re-election. His opponent, Senator Sedgwick Sexton, is a powerful man with powerful friends and a mission: to reduce NASA's spending and move space exploration into the private sector. He has numerous supporters, including many beyond the businesses who will profit from this because of the embarrassment of 1996, when the Clinton administration was informed by NASA that proof existed of life on other planets. That information turned out to be premature, if not incorrect. The embattled president is assured that a rare object buried deep in the Arctic ice will prove to have far-reaching implications on America's space program. The find, however, needs to be verified.  Enter Rachel Sexton, a gister for the National Reconnaissance Office. Gisters reduce complex reports into single-page briefs, and in this case the president needs that confirmation before he broadcasts to the nation, probably ensuring his re-election. It's tricky because Rachel is the daughter of his opponent. Rachel is thrilled to be on the team travelling to the Arctic Circle. She is a realist about her father's politics and has little respect for his stand on NASA, but Senator Sexton cannot help but have a problem with her involvement.  Adventure, romance, murder, skulduggery, and nail-biting tension ensue. By the end of Deception Point, the reader will be much better informed about how the space program works and how politicians react to new information. Bring on the next Dan Brown thriller! --Otto Penzler, Amazon.com --This text refers to an out of print or unavailable edition of this title.  Book Description When a NASA satellite discovers an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed triumph -- a triumph with profound implications both for NASA policy and for the impending presidential election. To verify the find, the White House calls upon the skills of intelligence analyst Rachel Sexton. Accompanied by a team of experts, including the charismatic scholar Michael Tolland, Rachel travels to the Arctic and uncovers the unthinkable: evidence of scientific trickery on a scale which threatens to plunge the world into controversy. But before she can warn the President, Rachel and Michael are ambushed by a deadly team of assassins. Fleeing for their lives across a desolate and lethal landscape, their only hope for survival is to discover who is behind this masterful plot. The truth, they will learn, is the most shocking deception of all. 				    	 					              See all Product description"
Electronics,"Thinvent Micro 3 2018 Mini PC with WiFi (Cortex/1 GB/8GB/Linux/Integrated Graphics), Black ARM Quad Core Processor based minipc. Powerful yet compact. Fanless design allows for completely silent operation in home and office environment. Compact product designed and manufactured in India, for Indian conditions. Built in Armbian Embedded Linux firmware, web browser, RDP, VNC, WiFi, LibreOffice, X11 connectivity and much more."
Electronics,"Beetel M71 CLI Corded Phone (Black) Although mobile phones have surpassed the use of landlines in most homes, landline phones are still used and valued in many workplaces and houses. So, if you are looking for a landline phone, with caller ID and other essential features, then you must avail the all new Beetel M71 CLI Corded Phone. Beetel is the name to trust when it comes to corded phones and similar products and this product is no exception. This Beetel landline phone is packed with features that make it convenient for carrying on conversations comfortably. Here is a look at the features that this Beetel corded phone has to offer.Key features of the Beetel M71 CLI Corded PhoneThis black classic corded phone sports a stylish and modern interface This phone comes with a 6 one touch memory feature This Beetel corded phone has a two way speaker facility with three adjustable levels of volume with 4 Polyphonic Ring Tones to choose from You can avail the Intercom and Parallel call transfer facility between two similar Parallel Phones The Flash Time Programmable Settings is adjustable (100 ms, 300 ms, 600 ms and 1000 ms) and the default setting is 300 msec The dual FSK/DTMF mode is compatible with auto-detection This phone has a 16-digit LCD Display and is Backlit for easy viewing of numbers, and it is also adjustable You can also Set PABX Code Function easily The LCD screen displays real time, day, date and year This corded phone displays new calls, incoming calls, and repeat calls This phone also has a feature that helps in erasing, checking, and call back for incoming and outgoing calls The special features include 99 incoming call memory, 18 outgoing call memory, edit and pre-dialing functions, anti-steal dialing function, mute function, redial and much more. So, why wait when you can avail this product on the internet. You can now easily buy Beetel M71 CLI Corded Phone online, without any hassle."
Electronics,Transcend TS-RDC8K Type-C Multi Card Reader for SDHC/SDXC/MS/CF This card reader is compact and easy to carry. It sports a LED indicator to show card insertion and data transfer activity.
Electronics,"Dell 19.5V-3.34AMP 65W Laptop Adapter (Without power Cord) Design Features of Dell Laptop - Power adapter - 65 Watt (No Power Cable) The Dell 65-Watt Inspiron AC Power Adapter helps you to charge Dell laptops, with screen size ranging from 13-inches to 17-inches. The Inspiron power adapter provides you with continuous power supply. The adapter is lightweight for ease of use. The 3-pronged plug design of the Dell Inspiron laptop adapter prevents voltage drop. You can easily plug it into any wall outlet to deliver AC power to your laptop"
Electronics,Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX DW316 Ext USB Optical Drive
Electronics,"Nikon 50mm Nikkor F/1.8D AF Prime Lens for DSLR Camera Style name:Base     Nikon 50mm Nikkor F/1.8D AF Prime Lens for DSLR Camera    50 mm Lens compatible with Nikon DSLR Cameras     The Nikon 50mm Nikkor is a very capable lens that has been designed specifically for Nikon F (FX) range of DSLR Cameras. The lens is a versatile product that will suit the needs of amateurs as well as professional photographers. The 50 mm lens is designed to shoot videos, landscapes and portraits with the utmost detailing. Since the lens has a very high aperture range, it produces high quality dynamic images that are high on precision. The lens is made of a very lightweight material and is also compact in size. It is convenient to carry around in you photography kit.   Compatibility and Photography Features     The Nikon 50mm Nikkor Lens is ideal for shooting high resolution and dynamic range portraits, landscapes and videos. With the high aperture range of F/1.8, the lens is capable of giving you detailed photographs at all times of the day and even during low light conditions. The lens allows more light to go into the sensor, thus eliminating the need for an artificial flash and providing bright photographs. The lens also enables you to take advantage of different shooting moves. It supports different manual settings with which you can play around according to your convenience. The lens is capable of turning out stunning photographs regardless of whether you are shooting indoors or out in the open. With a wide landscape mode, you can easily capture beautiful photographs and fluid videos.     Sharp and Natural Images     The lens is created using a six element structure that allows for more control. With the added benefit of a focal length of 50 mm, you can even shoot clear photographs of objects that are in close proximity to you. This is why the Nikon Nikkor 50mm lens is an ideal lens for portrait photography. It has a maximum reproduction ratio of 0.15x. Moreover, it comes with a 46 degree angle of view.    Other Important Features    With the lens allowing more light to enter the sensor, you can capture crystal clear images in low light conditions and get access to customization. The lens is made using high quality durable materials that gives this product a sense of longevity. It also has an easy mount mechanism which is another high utility add-on."
Electronics,"Crompton Sea Wind 1200mm Ceiling Fan (Brown) Color Name:Brown   Ceiling fans have always been India’s go-to solution to beat the heat. As a cost-effective air circulator system, modern high speed ceiling fans not only help to keep your home cool and breezy, but can also add style to your room. Crompton’s range of ceiling fans offer the right balance of aesthetics and utility, and help to make sure that you stay cool, no matter what the weather. With easily adjustable speeds, Crompton’s range offers an option to fit any kind of aesthetic setting."
Electronics,"ANDTRONICS 16A 250v Heavy Duty Copper Power Cord - Indian Power Plug to IEC Socket Description Full Copper, heavy duty cable 16A 250v Indian Power Plug to IEC Socket Fully molded design for maximum durability and long life Ideal for Desktops, Printers, Monitors, Kettles, Large Print Machines, Workcenters, Imaging Machines & other gadgets with IEC socket Color:Black Package Includes 1 x 16A Power Power Cord Warranty 3 Months Warranty only when purchased from SuperShopperIndia"
Electronics,Celestron Skymaster 71008 25x70 Binocular (Black) Celestron’s SkyMaster Series of large aperture binoculars are a phenomenal value for high performance binoculars ideal for astronomical viewing or for terrestrial (land) use - especially over long distances. Each SkyMaster model features high quality BAK-4 prisms and multi-coated optics for enhanced contrast. Celestron has designed and engineered the larger SkyMaster models to meet the special demands of extended astronomical or terrestrial viewing sessions.
Electronics,"Kotion Each GS410 Headphones with Mic and for PS4, Xbox One, Laptop, PC, iPhone and Android Phones(Blue) Color Name:Blue   Model: Cosmic Byte GS410 without LED lights<br />Impedance: 32 Ohm<br />Sensitivity: 105dB plus /- 3dB at 1KHz<br />Frequency range: 15Hz-20KHz<br />Headset interface: 3.5mm<br />Cable length: 2.1m<br />Color: Black/Blue. Perfect for playing games, listening music, etc.<br />Soft cushion head-pad and ear-pad, as well as adjustable length hinges guarantee hours of gaming comfort.<br />Delivers clear sound and Deep Bass for Real Game. Little smart in-line Remote Control for sound and Mic.<br />Flexible microphone for exact positioning and mic with great sensitivity at picking up sounds, your partner can hear your words clearly.<br />Single 3.5mm Jack for sound and mic.<br />Works with PS4, Xbox One, Laptop, PC, iPhone and Android Phones."
Electronics,"Epyz HD Ready Digital Photo Frame With Fully Functional Remote (7""inch, Black) Size name:7""inch                                                                                 |                            Colour:Black   Andoer 12"" HD digital photo frame with its 800* 600 high resolution, it can display your smart and colorful photos. Support automatic slideshow mode, selectable viewing intervals from 5s to 45min. Come on, play it in your bedroom or living room, showing hundreds of your traveling, family or party photos! Features: 800 * 600 high resolution screen, display clear and colorful photos. Compatible with SD/MMC card, you can insert the card into the slot, and play your picture immediately. Support remote control, you can slide or play your picture more conveniently. The images can zoom in and out, support 90/180/270 degree rotation. Support auto play, and you can set the interval time, get the different viewing experience. Can used as a MP3 player, built-in stereo speakers play the beautiful music while viewing your dear photos, support stereo headphone output. It can show dates and time, also a calendar and clock. Can also be used as a MP4 player/E-book. Specifications: Brand: Andoer Color: White Plug Type: US Plug Voltage: 100-240V Resolution: 800 * 600 Video Format: 720P/MP4/AVI/RMVB Photo Format: JPEG Audio Format: MP3/WMA Memory Card: SD/MMC, up to 16GB(Not included) Photo Interval: 5s / 10s/ 15s / 1min / 15min / 30min / 45min Other Function: MP3/MP4/Calendar/Clock/E-book Remote Control: Support Language: English / French / German / Russian / Spanish / Portuguese / Italian / Turkish / Swiss / Polish / Japanese / Korean Control Battery: 1 * CR2032(Included) Item Size: 28.8 * 22.2 * 2.8cm / 11.3 * 8.7 * 1.1in Item Weight: 727g / 25.7oz Package Size: 32 * 32 * 8cm / 12.6 * 12.6 * 3.1in Package Weight: 1.1kg / 2.6Lbs Note This product supports the SD cards with Class 6(6 MB/s) or above speed class. We recommend you to use branded memory cards (such as Kingston, , etc) to avoid the situation that the digital photo frame can not recognize your memory ca"
Electronics,SanDisk 32GB Class 10 Micro SDHC Memory Card with Adapter (SDSQUAR-032G-GN6MA) Size name:32 GB   Water proof
Electronics,"Neewer Aluminum Screw Knob Clamp Arca Swiss Compatible Mini Quick Release Clamp with Hot Shoe Mount for QR Plate (38mm) features: cnc precision machining, surface anode anti-oxidation treatment, the body and washer is made of aluminium alloy and copper. compatible with all as quick release plate , such as rrs / arca-swiss / kirk / wimberley / markins / sunwayfoto / kangrinpoche / benro / sirui etc. when loose the screw, you can adjust the width of clamp. design of 3 strap buckles that make it more convenient to carry. specifications: material: aluminium alloy, copper color: matte black mounting thread: 1/4 length: 2.95""/75mm width: 1.5""/38mm height: 0.55""/14mm weight: 2.3oz/65g package contents: 1x screw knob clamp with hand strap gap"
Electronics,"Tagg Inferno, Wireless Bluetooth Earphone With Mic + Carry Case (Black) Enjoy TRUE HD SOUND: TAGG Inferno wireless headphones comes with Bluetooth 4.1 CSR technology, AptX and cutting edge components, delivers superior sound quality and power to move you. Enjoy guitar solos, treble and strong bass like you're listening live. 
 Combined with a IPX4 Sweat/Dust/Splash Resistant design, these elegant earphones bring the beauty of music into your everyday life. Whether you’re out for running or on your daily commute, TAGG Inferno wireless earbuds deliver outstanding signature sound to suit your current activity.
 Submerge yourself in the limitless world of sound with the latest in Bluetooth innovation
                               Music the way it should be  Bluetooth 4.1 technology features stable signal transmission, clearer sound quality and low power consumption.  You can enjoy clear sound from these earbuds during running and other sports activities.           Noise Cancellation:  Featured with CVC 6.0 Noise cancellation technology, these earbuds filters out background noise to guarantee high quality sound and provides you clearer voice calls. Advanced noise reduction quells airplane cabin noise, city traffic or a busy office. So you can focus more on what matters—your music, movies and videos.          Never Falls Out:  The comfortable and ergonomic design ensures that earphones always stays in place while running, jogging and gyming. TAGG Inferno comes with three sizes of earbuds to provide you the best fit.       Longer Listening:   100 mAH in-built rechargeable lithium Ion battery provides upto 7 hours of music play time and 180 hrs of standby time. Now, run a marathon or simply jog to the shop, there's more than enough time before needing a recharge. When these earbuds run out of juice, power them up again with a USB port on your laptop, car charger, or wall charger.        Hands-Free Calling:  Answer and reject calls as you dash around the track. Built-In microphone with CVC 6.0 Noise cancellation technology reduces outside noise and transmits your voice with enhanced quality. Long lasting battery provides the talk time of 8-9 hrs and Bluetooth Version 4.1 ensures the stable signal transmission. Enjoy hands-free phone conversation, take Skype/Video Conference Calls.                       About the Startup        Describe your product in 3 words. Powerful Music Assistant   How did you come up with the idea for this product? In a world filled with overpriced and often underwhelming audio products, our key focus has always been on how to deliver an exceptional wireless audio experience for those who are always on the move and demand the best quality.   What makes your product special? From cutting-edge bluetooth wireless technology, to innovative material and sound design, remarkable battery life and customer service like you've never had before - TAGG Inferno is built to put a smile on your face, day in and day out.
 In our business model, we are practically listening to our consumers. From ergonomic design to the perfect balance of bass and treble, TAGG Inferno is designed to provide the best wireless experience.
    What has been the best part of your startup experience? In this dynamic start-up industry, we have to improve every aspect of business i.e. marketing, finance, product, human resources etc. Listening to customers’ feedback and appreciation serves as motivation to improve every day and makes all the effort worthwhile."
Electronics,Terabyte IEC Mains Power Cable (Black) A High Quality Fully Moulded 3 pin India 10 amp 250V plug to IEC socket. This is used for powering a monitor or PC and a whole host of other PC Equipment like printer. The plug comes fully tested . This plug is ROHS compliant ensuring the highest material standards in India 1 m long black color.
Electronics,"HP S700 500GB 2.5-inch Internal SATA Solid State Drive (SSD-S700-2.5) Capacity:500GB   HP SSD S700 series delivers compact storage and optimized performance for traditional and innovative small-form-factor and embedded platforms. The case 2.5-inch SSD design has a significantly smaller footprint than a 2.5-inch hard disk drive (HDD) and enables fast read/write access times and a significant I/O and throughput performance improvement as compared to HDDs. This design makes it ideal for new and innovative small form factor computing platforms that have size and weight requirements that traditional 2.5-inch HDD s cannot meet; such as, notebook, thin-and-light systems, mini-and sub-notebooks, all in-one computers and embedded platforms."
Electronics,"Dell Inspiron 13 2-in-1 Laptop: Core i7-8550U, 256GB SSD, 8GB RAM, 13.3"" Full HD Touch Display, Windows 10 Dell 5379 13.3"" i7 8th gen 8gb 256gbssd Core i7-8550U, 256GB SSD, 8GB RAM, Full HD Touch Display, Windows 10"
Electronics,"Ahuja Speaker 50Watts Outdoor/Indoor Speaker Srx 50Dx, 2-8Inch Speakers With 2 Meters John Barrel, Weather Resistance Speaker Cable A compact general purpose speaker column using two Full Range Dual Cone 8"" speakers, reproducing a clean undistorted sound for both speech and music. The system is housed in a Rugged Closed Box Enclosure made of 12mm medium density fibre board, and has a durable black shock resistant paint finish. SRX-50DX has nominal impedance of 16W, SRX-50XT operates on 100V line with three power taps selectable through a rotary switch."
Electronics,"Lambent Magnetic Wireless Bluetooth Earphones Headset with Mic for Handsfree Calling for All Smartphone Devices Size name:Red magnetic headset     Colour:-Red  Wireless Bluetooth 4.1 Magnetic Sports Stereo Headset Its light Weight, Sweat-proof and Noise-reduction. If you connect an iPhone, you can display the remaining power of the Bluetooth headset on the iOS system so that you can charge it. Built-in magnet switch, when the magnet is separated/attracted, intelligently predicts your needs, without any key operation. You can connect two headphones together when it not be used and can be worn like a necklace on your neck, which is a convenient way of carrying. Our headphones are equipped with a waterproof nano-coating that protects against sweat for life. The ergonomic earhook secures the earphones in the ear without falling. Perfect for running, hiking, yoga, gym, fitness, travelling and Sports bluetooth headset, with HD music playing, listening to music and other audio when doing exercise compatible Bluetooth 4.0, you can connect the headset easily with the phone. Weighting only 0.6 oz and coming with interchangeable ear buds and hooks, the headset will stay easy on your ears even when you are moving around. Features Bluetooth Range: 10M Bluetooth Version: 4.1 FEATURES: # It is compatible with various of Bluetooth phones # You can connect two headphones together # Elegant with stylish design # Excellent Audio Output in terms of sound standard   1 Year Warranty on Manufacture Defect."
Electronics,"BEESCLOVER 10 Pcs Universal Paper 3D Glasses View Anaglyph Red/Blue 3D Glasses for Movie Video Description: Item type: Paper 3D Glasses Applicable: 3D (Red and CYAN) viewing on internet, DVDs, VHS tapes and broadcast TV (anaglyph) Color: As shown Size(L*W): 14.5x3.8cm/5.7x1.5inch Features: Lightweight, portable, easy to use Material: Cardboard Package includes: 10 * Paper 3D Glasses Note: The colors deviation might differ due to different monitor settings. We provide you with the best product and service, if you have any problem, please let us know, and we will solve the problem ASAP. Thank you so much."
Electronics,"boAt Rugged V3 Braided Micro USB Cable (Molten Orange) Colour:Molten Orange   The boAt lifestyle rugged Micro USB cables are really rugged and made to be compatible with your all micro USB devices. No warning message, works the same as the cable you get with your device. Connects to your Smartphones, Mp3 Players or other micro USB supported devices and charges or syncs by connecting the USB connector into your wall charger or computer. Fully supports data sync and battery re-charging for any micro USB device. No need to wrap, the cable design makes them tangle free. Choose your style to charge in. Plug it in, plug into Nirvana."
Electronics,"Quick Heal Antivirus Pro - 1 PC, 3 Year (CD/DVD) Style Name:1 Device, 3 Years (CD/DVD)   Product Description For Technical Assistance, please contact - 18001217377, Email - info@quickheal.co.in 				    	 					 From the Manufacturer    Advanced DNAScanThe ingenious Quick Heal DNAScan technology is now enhanced to combine behavioral and characteristic inspection and monitoring of unsafe programs. This results in a clean, more up-to-date and accurate detection of threats. Improved Scan EngineThe revamped antivirus scan engine avoids rescanning files that have not been altered since the previous scan. This reduces system resource usage.  Browser SandboxRunning your web browser in Sandbox Browser gives you an uninterrupted and secure browsing experience. It provides internet security protection by acting like a screen between the PC's operating system and the malicious threats. This feature now comes with a USB drive support.  Vulnerability ScannerHelps you identify and fix security vulnerabilities on your PC that can expose your computer and its data to attackers.   Web SecurityReal time cloud security restricts access to malware infected websites. This feature gives internet security protection by blocking threats transferred through websites hosting malicious codes.    Core ProtectionThe intelligent antivirus engine effectively detects and resolves threats (viruses, worms and other malware). The additional features like AntiSpyware, AntiMalware, AntiRootkit, Silent Firewall and IDS/IPS provide all round virus protection.  Email SecurityQuick Heal AntiVirus Pro gives cloud-based email security that prevents infected emails from reaching your Inbox. TrackMyLaptopLost or stolen laptops can be a huge liability to your privacy. Quick Heal TrackMyLaptop Service helps track the whereabouts of your lost or stolen laptop. The service is a social initiative that comes with every desktop product of Quick Heal at no extra cost.   Quick Heal Remote Device Management (RDM)The RDM portal lets you manage your Quick Heal products. Via the portal, you can view the security status of the products, renew, and manage their licenses. Stay ConnectedOur users now have direct access to our Facebook and Twitter pages with just a click.   Safe Mode ProtectionThis facility stops unauthorized users from changing Quick Heal security settings when the system is running on Safe Mode.  Enhanced Self-ProtectionThe Self-protection feature now protects Quick Heal's running processes and services.     Import and Export SettingsUsers can now import Quick Heal security settings from a single computer and export it to other computers. This is helpful in cases where reinstallations or multiple computer configurations are concerned.  FirewallAllows you to set protection levels for Internet traffic and applications that try to connect to your network. It also includes Stealth Mode that makes your system invisible to malicious threats. Silent ModeSuppresses prompts across all Quick Heal antivirus modules thereby reducing system load and allowing uninterrupted PC usage.  Flash Drive ProtectionBest antivirus automatically scans external storage devices. Protects USB drives from autorun infections.        AntiVirus ProInternet Security EssentialsAntiVirus Server EditionInternet SecurityTotal SecurityAdvance DNAScan  ✓ ✓ ✓ ✓ ✓ Core Protection Anti virus ✓ ✓ ✓ ✓ ✓  AntiSpyware ✓ ✓ ✓ ✓ ✓  AntiMalware ✓ ✓ ✓ ✓ ✓  Anti - Rootkit ✓ ✓ ✓ ✓ ✓  Firewall ✓ ✓ ✓ ✓ ✓  Intrusion Detection ✓ ✓ ✓ ✓ ✓  Intrusion Prevention ✓ ✓ ✓ ✓ ✓ Mail Protection: Spam protection   ✓ ✓ ✓ ✓ Internet Protection Browser Sandbox ✓ ✓  ✓ ✓  Safe Banking  ✓  ✓ ✓  Phishing Protection  ✓ ✓ ✓ ✓  Web Security    ✓ ✓  Parental Control    ✓ ✓ Vulnerability Scan   ✓ ✓ ✓ ✓ Virtual Keyboard   ✓  ✓ ✓ Privacy Protection: Data Theft Protection    ✓  ✓ PC Optimization Registry Cleanup     ✓  Disk Cleanup     ✓  Traces Cleanup     ✓  Registry Defragmenter     ✓  Duplicate File Finder     ✓ Mobile Phone Protection PC2Mobile Scan     ✓"
Electronics,SHOPEE 58mm Replacement Front Lens Cap for Canon 5d/650d/ 1100d/ 600d/700d/1200d/1300d with 18-55mm & 55-250mm Lens 58mm center pinch lens cap for canon it is used to protect lens brand new third party canon center-pinch front lens cap. specifications*perfect fitting replacement cap keeps your camera lens clean and protected * remarks: this lens cap is designed for canon and made by third party (not original canon lens cap)
Electronics,"ZAAP ULTRA SLIM Bluetooth Universal Keyboard for iPad Air 2/Air/iPad Pro/iPad mini 4/3/2/1/iPad 4/3/2/iPhone 6/Apple iPhone 7/Android Devices (Silver) #productDescription .aplus-3p {width: 970px} .aplus-3p ul {overflow: hidden;} .aplus-3p ul li {list-style-position: inside;} #productDescription .aplus-3p table {border-collapse: collapse !important; width: 100% !important} #productDescription .aplus-3p .one-col {width: 100%; margin-bottom: 1em} #productDescription .aplus-3p .one-col .image-wrapper {margin-bottom: 1em} #productDescription .aplus-3p .leftImage {margin-bottom: 0} #productDescription .aplus-3p .leftImage.image-wrapper {max-width: 300px;} #productDescription .aplus-3p .image-wrapper img {max-width: none;} .aplus-3p .image-wrapper {display: inline-block; text-align: center} #productDescription .aplus-3p .image-caption {font-size: 0.9em; margin-top: 5px} #productDescription .aplus-3p table tr {vertical-align: top;} .apcs-eventhirdcol {width:300px; display:block;} .apcs-eventhirdcol-table {width: 100%; border-collapse: separate;} .apcs-eventhirdcol-table th {text-align: center; vertical-align: top;} .apcs-eventhirdcol-table tr td {vertical-align: top;} .apcs-eventhirdcol-table tr td:first-child {padding-right: 17px;} .apcs-eventhirdcol-table tr td:first-child + td {padding: 0 17px;} .apcs-eventhirdcol-table tr td:first-child + td + td {padding-left: 17px;}  ZAAP ULTRA SLIM Bluetooth Universal Keyboard     ZAAP Ultra Slim Bluetooth Keyboard works equally well with iOS, Android, and Windows, with shortcut keys optimized for all four systems. Advanced Bluetooth version ensures upto 33 Feet wireless connectivity. Rated among best new keyboard designs by AppleRx 2017. 30% smaller than traditional clunky keyboards and as light as a billiard ball (6.7oz). Save more space on your desk or in your bag! Enjoy quick, quiet typing on this comfortable keyboard. Shortcut keys save you time launching tasks or controlling media. Long Battery Life With replaceable AAA batteries and power-saving mode, this keyboard lasts for more than 3 months at a time.     DISCOVER FREEDOM : ZAAPZAAP was built out of respect for complete digital freedom for customers in USA & rest of the world. We seek to change the way you live, work and play with your mobile electronics. As industry leader & # 1 brand ZAAP has consistently led the charge to introduce lifestyle-driven design and innovative technology to enhance the customer experience.  We have been featured worldwide at high-profile Tech shows, Sporting events ,music festivals and more. Do Good-Every purchase you make we contribute portion of sales towards child education.SMART DESIGN SMART FEATURES             SMART DESIGN SMART FEATURES    Ultra Compact design save more space on your desk or in your bag Comfortable keys matte finish low-profile keys ensure smooth and quiet typing. Works equally well with iOS, Android, and Windows. 3 million keystroke life span. Shortcut keys save you time launching tasks or controlling media. This keyboard lasts for more than 3 months at a time. With replaceable AAA batteries and power-saving mode Use high quality chipset supplied by Broadcom USA, quickly connecting, stable and saving power.  DISTINCTIVE PREMIUM FEATURESCOMPACT & LIGHT 30% smaller than traditional clunky keyboards and as light as a billiard ball (6.7oz). Save more space on your desk or in your bag.  USA BROADCOM BLUETOOTH VERSION Use high quality chipset supplied by Broadcom USA,quickly connecting, stable and saving power. This ensures upto 33 Feet wireless connectivity.CROSS-COMPATIBLE: Works equally well with iOS, Android, and Windows, with shortcut keys optimized for all four systems. NOTE: This keyboard is not compatible with Mac OS X El Capitan.  LONG BATTERY LIFE: Lasts over three months (based on two hours use per day) with power-saving mode and space for two AAA batteries (not included).  SILVER FINISH Made of silver finish for superior rigidity, anodized matte process creates excellent sense of touch. COMFORTABLE KEYS Enjoy quick, quiet typing on this comfortable keyboard. Shortcut keys save you time launching tasks or controlling media.  NOTE:Press FN and Q,W or E keys together to shift between Android,Windows or iOS after connected successfully Otherwise the keyboard's funciton key will be invalid.  WHAT YOU GET 1 x ZAAP Ultra Slim Bluetooth Universal Keyboard , User Manual, Welcome Guide."
Electronics,"Sony MP-CD1 Compact Pocket Size Mobile Projector (Black) Super-convenient portability & Compact and light weight premium aluminum design as Put on a show anywhere, anytime. 105 ANSI lumens/DLPR IntellibrightTM technology designed to intelligently manage image brightness & Power consumption. Short Throw- Display your content on a screen, up to 120” at a 11-foot throw distance"
Electronics,"4"" x 18 LB Heat Stabilized Nylon Cable Ties (100/bag) - Black Electronics > Electronics Accessories > Cable Management > Wire Cable Ties, Electronics > Electronics Accessories > Cable Management, wire ties, zip ties, cable ties, wire ties, zip ties, cable ties"
Electronics,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - 6 Feet (1.8 Meters),Black Size name:6 Feet   The AmazonBasics USB 2.0 A-Male to B-Male Cable with Gold-Plated Connectors gives you full performance with many USB devices."
Electronics,"PanaCast Panoramic 4K Resolution USB Camera The PanaCast 2 video collaboration camera from Altia Systems: Panoramic-4K video camera that allows remote teams to participate in immersive video conference calls, making them feel like they’re in the room. Host smoother meetings that provide higher productivity, without all the annoying hassles of typical video conferencing cameras. Everyone is in the frame all the time, eliminating the typical ""Who just said that?"" and ""Who is there with you?"" questions. Look around. See everything. You are in the room with the PanaCast 2. It's that simple."
Electronics,HITSAN INCORPORATION Zomei Filtro Ultra Slim Frame GND Colour Graduated Filters Blue/Grey/Red/Orange 49 52 55 58 62 67 72 77 82mm for DSLR Camera Gradual Orange Caliber 52mm Package:Yes; Brand Name:Zomei; Type:Colour Graduated; Type:Colour Graduated;
Electronics,"Sony HDRCX405 9.2MP HD Handycam Camcorder with Free Carrying Case (Black) Size:Camcorder   Create clearer memories with Full HD/60p and Optical SteadyShot image stabilization. Every moment you capture benefits from a 26.8mm wide angle ZEISS lens and 30x Optical / 60x Clear Image Zoom. Easily charge or transfer files with the built-in USB cable, and automatically create highlight videos from multiple clips in MP4 for easy sharing."
Electronics,"Dell 2018 Inspiron 15 5000 Flagship 15.6inch Full HD 2-in-1 Touchscreen Laptop Core i5-8250U, 8GB, 1TB, Backlit Keyboard, Windows 10 Expertly designed with a 360-degree hinge, the Dell Inspiron 15 flips the view between four different modes: tent, stand, laptop, and tablet. It's equipped with the best and brightest in Windows features and a 15.6-inch display that offers plenty of room for work and play. The 8th Gen Intel Core i5 processor keeps things humming smoothly no matter what you throw at it. And the massive 1TB hard drive means you have loads of space for all your digital stuff."
Electronics,"Taslar Go Pro Underwater Housing Waterproof Case Diving Protective Shell Accessories Replacement Cover with Bracket for GoPro Hero7 Black 2018, Hero 6, Hero 5 Action Camera With the use of Taslar waterproof case, you can record activities even 45m under water and it won't damage the shooting effect, clear and vivid."
Electronics,"iBall Slide Elan Tablet (10.1 inch, 32GB, Wi-Fi + 4G LTE + Voice Calling), Matte Black Colour:Matte Black                                                                                 |                            Size name:3x32   Powerful quad core 1.3 GHZ arm cortex A53 64bit processor, 3 GB ram, 32 GB built-in storage, full capacitive multi-touch, 25.5cm (10.1) display, IPS HD screen resolution (1280 x 800), slim and attractive design."
